ID_row	url	page	position	type	image	company	domain	Date	Country_Webscraping	Person_webscraping	Person_Screening_1	Person_Screening_2	ID_Source	Accessible	Inclusion_criteria_Monitoring	Inclusion_criteria_Reporting	Inclusion_criteria_Verification	Inclusion_criteria_About_MRV	Inclusion_criteria_About_Soil	In_Scope	ID_MRV	MRV_Name	Land_use_Agriculture	Land_use_Forest	Land_use_Urban	Land_use_Others	Land_use_Degraded_land	Land_use_Peatland_Wetland	Land_use_Others_ Precision	Scale_Local	Scale_Regional	Scale_National	Scale_Continental	Scale_Global	Purpose	Purpose_Others_Precision	Driver_Afforestation_Reforestation	Driver_Agricultural_practices	Driver_Biochar	Driver_Forest_management	Driver_Conservation	Driver_Deforestation	Driver_Restoration	Driver_Weathering	Driver_Grazing	Driver_Irrigation	Driver_Land_conversion	Driver_Rewetting	Driver_Fire_management	Occupation_Farmers	Occupation_Foresters_Forester_Associations	Occupation_Public_Administrators	Occupation_Educational_Institutions_Research	Occupation_NGOs	Occupation_Agroindustry	Occupation_Forestry_Companies	Occupation_Consultancy	Occupation_Others	Occupation_Project_developer	Occupation_Other_companies	Occupation_Software_developers	Occupation_Others_Precision	Cost_MRV	Cost_Unit	Parameter_Soil_Microorganisms	Parameter_Soil_Fauna	Parameter_Soil_pH	Parameter_Oxygen_content	Parameter_Clay_mineralogy 	Parameter_Soil_organic_matter_SOC	Parameter_CEC	Parameter_Soil_moisture	Parameter_Soil_temperature	Parameter_Particle_size_distribution_Texture	Parameter_Soil_porosity	Parameter_Soil_diffusivity	Parameter_Aggregate_stability	Parameter_Soil_compaction_Bulk_density	Parameter_Nutrient_availability	Parameter_Pollutant_concentration	Parameter_Soil_depth	Parameter_GHG	Parameter_Peat_depth	Parameter_Soil_color	Parameter_Soil_type	Parameter_Subsidence	Parameter_CaCO3	Parameter_Electrical_conductivity	Parameter_Water_holding_capacity	Parameter_Infiltration_rate	Parameter_Others	Parameter_Others_Precision	Data_Land_Management	Data_Spatial_images	Data_Soil_samples	Data_Modelling	Data_on_site_images	Plot_Area	Plot_Area_Unit	Monitoring_frequency	Methodology_Standard	Methodology_Other	Format_Document	Format_Online	Uncertainty	Uncertainty_Other_Precision	Threshold	Action_based	Result_based	Verification_Methodology_satellite_data	Verification_Methodology_phone_application	Verification_Methodology_field_inspection	Verification_Automatization	Verification_Manual	Auditor	Data_Sharing 	Implementation	Country	Continent	Source	
789	https://www.researchgate.net/publication/344433551_GSOC-MRV_Protocol_measurement_monitoring_reporting_and_verification_of_soil_organic_carbon_in_agricultural_landscapes	4	10	SEO	No	researchgate	www.researchgate.net	27/06/2025	Netherlands	Kilian	Kilian	No_second_screening	W195	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	
790	https://www.researchgate.net/publication/344433551_GSOC-MRV_Protocol_measurement_monitoring_reporting_and_verification_of_soil_organic_carbon_in_agricultural_landscapes	4	6	SEO	No	researchgate	www.researchgate.net	10/06/2025	France	Lucile	Kilian	No_second_screening	W195	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	
791	https://www.researchgate.net/figure/A-framework-for-the-measurement-monitoring-reporting-and-verification-MRV-of-SOC_fig3_355854280	5	3	SEO	No	researchgate	www.researchgate.net	10/06/2025	France	Lucile	Kilian	No_second_screening	W195	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	
796	https://www.rochesterfirst.com/business/press-releases/ein-presswire/813321508/sistema-bio-signs-mou-with-danone-to-deploy-6500-biodigesters-across-dairy-farms	17	2	SEO	No	rochesterfirst	www.rochesterfirst.com	22/05/2025	Austria	Sophia	Kilian	No_second_screening	W198	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	
798	https://satyukt.com/MRV_carbon.html	9	6	SEO	No	satyukt	satyukt.com	22/05/2025	Austria	Sophia	Kilian	No_second_screening	W199	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	
799	https://satyukt.com/MRV_carbon.html	15	5	SEO	No	satyukt	satyukt.com	12/06/2025	Spain	Emily	Kilian	No_second_screening	W199	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	
802	https://sciencebasedtargets.org/measurement-reporting-and-verification-mrv	6	7	SEO	No	sciencebasedtargets	sciencebasedtargets.org	24/06/2025	Scotland	Johanne	Kilian	No_second_screening	W200	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	
803	https://sciencebasedtargets.org/measurement-reporting-and-verification-mrv	7	8	SEO	No	sciencebasedtargets	sciencebasedtargets.org	18/06/2025	Germany	Kilian	Kilian	No_second_screening	W200	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	
806	https://www.sciencedirect.com/science/article/pii/S0301479724022709	1	9	SEO	No	sciencedirect	www.sciencedirect.com	04/06/2025	Germany	Camille	Kilian	No_second_screening	W201	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	
807	https://www.sciencedirect.com/science/article/pii/S0301479724022709	1	7	SEO	No	sciencedirect	www.sciencedirect.com	20/05/2025	Germany	Sambit	Kilian	No_second_screening	W201	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	
808	https://www.sciencedirect.com/science/article/abs/pii/S1462901122003768	3	10	SEO	No	sciencedirect	www.sciencedirect.com	20/05/2025	Germany	Sambit	Kilian	No_second_screening	W201	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	
809	https://www.sciencedirect.com/science/article/pii/S0301479724022709	1	6	SEO	No	sciencedirect	www.sciencedirect.com	22/05/2025	Austria	Sophia	Kilian	No_second_screening	W201	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	
810	https://www.sciencedirect.com/science/article/abs/pii/S1462901122003768	4	6	SEO	No	sciencedirect	www.sciencedirect.com	22/05/2025	Austria	Sophia	Kilian	No_second_screening	W201	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	
811	https://www.sciencedirect.com/science/article/pii/S0301479724022709	1	6	SEO	No	sciencedirect	www.sciencedirect.com	12/06/2025	Spain	Emily	Kilian	No_second_screening	W201	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	
812	https://www.sciencedirect.com/science/article/abs/pii/S1462901122003768	4	2	SEO	No	sciencedirect	www.sciencedirect.com	12/06/2025	Spain	Emily	Kilian	No_second_screening	W201	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	
813	https://www.sciencedirect.com/science/article/pii/S0301479724022709	1	5	SEO	No	sciencedirect	www.sciencedirect.com	24/06/2025	Scotland	Johanne	Kilian	No_second_screening	W201	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	
814	https://www.sciencedirect.com/science/article/pii/S0301479724022709	1	10	SEO	No	sciencedirect	www.sciencedirect.com	18/06/2025	Germany	Kilian	Kilian	No_second_screening	W201	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	Duplicate	
